Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
2024-06-12,Mumbai,Maharashtra,33.3,22.0,27.7,55.1,0.0,8.8,168,Moderate,995.2,40.0
2024-06-12,Delhi,Delhi,37.6,23.4,30.5,32.4,0.0,11.9,224,Poor,1015.5,28.0
2024-06-12,Bengaluru,Karnataka,42.7,28.6,35.6,92.3,0.0,6.5,330,Very Poor,990.2,72.2
2024-06-12,Chennai,Tamil Nadu,28.7,17.4,23.1,78.5,55.3,9.9,158,Moderate,1002.2,56.6
2024-06-12,Kolkata,West Bengal,25.0,12.7,18.9,78.9,0.0,10.3,78,Satisfactory,990.6,58.4
2024-06-12,Hyderabad,Telangana,26.6,14.0,20.3,30.6,46.1,3.3,301,Very Poor,1010.4,38.2
2024-06-12,Ahmedabad,Gujarat,32.2,24.6,28.4,85.7,0.0,17.1,57,Satisfactory,998.9,46.0
2024-06-12,Jaipur,Rajasthan,36.8,24.2,30.5,56.9,0.0,5.6,334,Very Poor,1006.9,55.3
2024-06-12,Lucknow,Uttar Pradesh,26.5,15.5,21.0,64.2,0.0,2.9,45,Good,1013.5,37.8
2024-06-12,Bhopal,Madhya Pradesh,30.0,21.9,26.0,70.1,0.0,12.6,334,Very Poor,1024.1,9.3
2024-06-13,Mumbai,Maharashtra,36.6,23.7,30.2,58.0,71.6,7.5,319,Very Poor,997.0,52.1
2024-06-13,Delhi,Delhi,31.4,19.9,25.7,76.0,0.0,24.2,146,Moderate,1011.4,74.2
2024-06-13,Bengaluru,Karnataka,38.4,30.8,34.6,45.9,7.2,8.2,225,Poor,1011.0,47.2
2024-06-13,Chennai,Tamil Nadu,30.8,18.7,24.7,82.4,2.7,18.0,161,Moderate,1014.6,69.9
2024-06-13,Kolkata,West Bengal,32.9,25.3,29.1,40.2,16.5,21.0,166,Moderate,1020.0,91.1
2024-06-13,Hyderabad,Telangana,41.9,35.4,38.6,31.4,15.2,17.5,248,Poor,1016.4,28.4
2024-06-13,Ahmedabad,Gujarat,25.9,12.5,19.2,41.0,0.0,13.1,113,Moderate,995.9,74.3
2024-06-13,Jaipur,Rajasthan,31.8,21.2,26.5,48.5,0.0,3.9,208,Poor,1001.5,45.3
2024-06-13,Lucknow,Uttar Pradesh,32.4,19.5,26.0,32.6,4.4,24.2,133,Moderate,1007.9,98.8
2024-06-13,Bhopal,Madhya Pradesh,25.6,19.0,22.3,55.7,0.0,9.8,314,Very Poor,994.3,33.1
2024-06-14,Mumbai,Maharashtra,31.0,18.9,25.0,69.8,0.0,15.6,76,Satisfactory,1002.3,25.4
2024-06-14,Delhi,Delhi,42.6,33.2,37.9,70.6,0.0,13.1,74,Satisfactory,1022.4,73.4
2024-06-14,Bengaluru,Karnataka,28.6,15.7,22.1,84.3,5.5,12.1,337,Very Poor,1013.8,15.3
2024-06-14,Chennai,Tamil Nadu,40.0,28.7,34.3,50.6,1.7,16.6,292,Poor,1003.4,63.3
2024-06-14,Kolkata,West Bengal,25.5,16.0,20.8,79.3,0.0,24.8,68,Satisfactory,991.9,51.6
2024-06-14,Hyderabad,Telangana,28.2,19.4,23.8,40.1,0.0,16.7,234,Poor,1008.7,82.5
2024-06-14,Ahmedabad,Gujarat,25.0,12.4,18.7,78.5,73.2,14.0,132,Moderate,1011.3,99.7
2024-06-14,Jaipur,Rajasthan,31.5,24.7,28.1,88.2,17.4,18.8,196,Moderate,1019.8,9.6
2024-06-14,Lucknow,Uttar Pradesh,39.0,28.5,33.8,73.3,8.2,5.7,152,Moderate,999.5,9.1
2024-06-14,Bhopal,Madhya Pradesh,32.6,19.5,26.1,72.5,0.0,6.1,279,Poor,1011.9,65.9
2024-06-15,Mumbai,Maharashtra,33.1,20.8,26.9,74.5,0.0,15.8,202,Poor,1025.0,24.1
2024-06-15,Delhi,Delhi,31.9,21.7,26.8,45.1,0.0,6.2,334,Very Poor,1001.3,9.7
2024-06-15,Bengaluru,Karnataka,36.6,23.5,30.0,57.5,0.0,13.3,124,Moderate,1015.7,58.8
2024-06-15,Chennai,Tamil Nadu,27.9,16.8,22.4,61.8,0.0,21.0,295,Poor,992.7,38.1
2024-06-15,Kolkata,West Bengal,38.0,30.1,34.0,84.9,44.9,23.8,140,Moderate,1002.5,18.4
2024-06-15,Hyderabad,Telangana,25.6,20.4,23.0,55.7,0.0,15.0,47,Good,990.2,25.5
2024-06-15,Ahmedabad,Gujarat,40.1,33.6,36.9,86.5,0.0,16.4,148,Moderate,1021.5,73.2
2024-06-15,Jaipur,Rajasthan,36.7,28.6,32.7,94.9,0.0,16.2,162,Moderate,1002.0,7.7
2024-06-15,Lucknow,Uttar Pradesh,43.6,32.3,38.0,35.5,0.0,8.8,192,Moderate,1010.2,56.7
2024-06-15,Bhopal,Madhya Pradesh,39.4,31.2,35.3,80.8,1.8,17.7,64,Satisfactory,1006.9,68.4
2024-06-16,Mumbai,Maharashtra,42.0,36.5,39.3,39.7,0.0,23.2,189,Moderate,1024.1,62.6
2024-06-16,Delhi,Delhi,39.8,31.5,35.7,62.1,76.9,8.0,176,Moderate,998.1,33.3
2024-06-16,Bengaluru,Karnataka,31.3,22.5,26.9,70.3,7.6,2.7,205,Poor,991.7,80.0
2024-06-16,Chennai,Tamil Nadu,36.6,31.0,33.8,46.6,70.1,13.5,206,Poor,1009.1,84.1
2024-06-16,Kolkata,West Bengal,35.3,21.3,28.3,81.3,0.0,21.4,96,Satisfactory,993.9,80.5
2024-06-16,Hyderabad,Telangana,41.2,30.0,35.6,42.6,4.8,11.8,196,Moderate,1021.5,54.3
2024-06-16,Ahmedabad,Gujarat,26.2,12.0,19.1,41.5,0.0,14.1,214,Poor,998.4,77.2
2024-06-16,Jaipur,Rajasthan,42.1,28.2,35.1,72.2,0.0,16.9,137,Moderate,1021.8,44.6
2024-06-16,Lucknow,Uttar Pradesh,32.8,23.4,28.1,34.8,0.0,10.3,336,Very Poor,1011.5,88.4
2024-06-16,Bhopal,Madhya Pradesh,36.7,31.2,34.0,93.0,0.0,5.3,319,Very Poor,995.9,9.3
2024-06-17,Mumbai,Maharashtra,35.8,23.8,29.8,83.8,71.8,12.1,61,Satisfactory,1023.3,73.7
2024-06-17,Delhi,Delhi,38.6,26.8,32.7,88.9,0.0,9.6,293,Poor,992.2,54.6
2024-06-17,Bengaluru,Karnataka,29.1,18.9,24.0,43.3,0.0,15.5,210,Poor,991.1,15.1
2024-06-17,Chennai,Tamil Nadu,36.8,31.5,34.2,67.3,0.0,15.6,305,Very Poor,1013.5,8.5
2024-06-17,Kolkata,West Bengal,43.1,29.6,36.4,83.6,7.5,20.5,156,Moderate,1013.2,36.1
2024-06-17,Hyderabad,Telangana,42.9,37.8,40.4,75.4,59.4,17.8,128,Moderate,991.2,83.6
2024-06-17,Ahmedabad,Gujarat,33.9,25.8,29.9,47.5,4.4,20.7,246,Poor,1000.4,25.3
2024-06-17,Jaipur,Rajasthan,38.4,24.4,31.4,31.0,8.5,4.1,118,Moderate,1005.1,26.6
2024-06-17,Lucknow,Uttar Pradesh,35.1,22.0,28.5,78.3,0.0,24.4,111,Moderate,1009.6,29.1
2024-06-17,Bhopal,Madhya Pradesh,37.2,27.0,32.1,30.5,8.3,3.6,307,Very Poor,1002.7,93.9
2024-06-18,Mumbai,Maharashtra,30.7,24.1,27.4,59.2,57.8,10.3,51,Satisfactory,992.2,90.3
2024-06-18,Delhi,Delhi,44.1,32.4,38.2,91.2,0.0,12.4,295,Poor,1001.6,96.0
2024-06-18,Bengaluru,Karnataka,38.2,31.6,34.9,77.7,39.8,5.8,286,Poor,999.4,11.0
2024-06-18,Chennai,Tamil Nadu,37.4,29.3,33.4,40.6,0.0,7.7,199,Moderate,999.1,88.2
2024-06-18,Kolkata,West Bengal,39.6,34.2,36.9,53.7,0.0,22.0,148,Moderate,1022.9,12.5
2024-06-18,Hyderabad,Telangana,44.2,38.3,41.2,71.8,0.0,5.7,322,Very Poor,997.1,89.5
2024-06-18,Ahmedabad,Gujarat,37.2,24.5,30.8,78.1,6.7,14.3,186,Moderate,998.3,75.7
2024-06-18,Jaipur,Rajasthan,30.9,17.9,24.4,75.3,9.4,7.6,243,Poor,1021.6,14.5
2024-06-18,Lucknow,Uttar Pradesh,40.8,32.3,36.5,92.0,0.0,8.8,339,Very Poor,999.8,89.5
2024-06-18,Bhopal,Madhya Pradesh,26.4,16.7,21.6,65.6,0.0,14.3,82,Satisfactory,1013.1,71.8
2024-06-19,Mumbai,Maharashtra,41.3,29.5,35.4,87.8,72.6,12.1,261,Poor,1003.3,93.6
2024-06-19,Delhi,Delhi,43.6,30.6,37.1,69.6,30.4,9.3,267,Poor,993.3,72.2
2024-06-19,Bengaluru,Karnataka,30.7,22.7,26.7,60.5,0.0,21.6,140,Moderate,1018.1,67.8
2024-06-19,Chennai,Tamil Nadu,35.3,25.9,30.6,52.0,8.5,4.4,222,Poor,994.9,97.8
2024-06-19,Kolkata,West Bengal,35.2,25.0,30.1,44.0,0.0,15.1,82,Satisfactory,1022.0,55.0
2024-06-19,Hyderabad,Telangana,36.5,30.5,33.5,43.2,0.0,12.8,63,Satisfactory,1022.7,73.4
2024-06-19,Ahmedabad,Gujarat,29.5,17.7,23.6,88.2,0.0,14.6,303,Very Poor,1023.5,76.0
2024-06-19,Jaipur,Rajasthan,32.1,21.5,26.8,70.0,0.0,5.3,324,Very Poor,1003.1,75.2
2024-06-19,Lucknow,Uttar Pradesh,34.2,22.7,28.4,36.7,9.1,20.3,337,Very Poor,999.0,55.3
2024-06-19,Bhopal,Madhya Pradesh,26.8,15.0,20.9,92.5,70.3,19.2,51,Satisfactory,998.1,36.7
2024-06-20,Mumbai,Maharashtra,41.6,28.1,34.9,71.1,3.6,18.7,296,Poor,1021.9,74.4
2024-06-20,Delhi,Delhi,39.9,28.6,34.3,57.8,0.0,3.9,125,Moderate,1000.2,56.7
2024-06-20,Bengaluru,Karnataka,29.4,19.2,24.3,41.0,0.0,5.4,290,Poor,1001.4,44.0
2024-06-20,Chennai,Tamil Nadu,40.4,33.2,36.8,70.1,79.2,15.0,263,Poor,1014.5,81.1
2024-06-20,Kolkata,West Bengal,39.0,24.4,31.7,68.8,6.4,18.9,85,Satisfactory,998.2,40.3
2024-06-20,Hyderabad,Telangana,35.1,25.6,30.3,94.8,0.0,21.1,131,Moderate,1011.5,71.2
2024-06-20,Ahmedabad,Gujarat,36.0,24.6,30.3,68.3,72.9,17.4,123,Moderate,1024.0,84.1
2024-06-20,Jaipur,Rajasthan,33.5,26.2,29.9,30.3,2.0,11.8,298,Poor,1000.9,77.4
2024-06-20,Lucknow,Uttar Pradesh,44.5,33.1,38.8,60.0,0.0,11.4,101,Moderate,1024.7,5.1
2024-06-20,Bhopal,Madhya Pradesh,28.8,16.6,22.7,52.9,0.0,4.4,285,Poor,1008.7,14.3
2024-06-21,Mumbai,Maharashtra,36.3,24.1,30.2,57.2,0.0,13.8,298,Poor,1006.4,75.3
2024-06-21,Delhi,Delhi,40.0,33.6,36.8,70.4,0.0,5.0,149,Moderate,1020.2,63.3
2024-06-21,Bengaluru,Karnataka,25.6,15.2,20.4,90.0,0.0,15.1,68,Satisfactory,1017.9,54.9
2024-06-21,Chennai,Tamil Nadu,36.7,25.5,31.1,77.4,7.6,7.0,335,Very Poor,1004.1,78.7
2024-06-21,Kolkata,West Bengal,26.6,16.2,21.4,50.3,2.3,2.2,339,Very Poor,1017.3,82.9
2024-06-21,Hyderabad,Telangana,28.6,17.7,23.1,57.7,3.4,2.5,272,Poor,1023.9,81.9
2024-06-21,Ahmedabad,Gujarat,40.2,31.3,35.8,78.9,0.0,8.7,171,Moderate,1009.3,35.3
2024-06-21,Jaipur,Rajasthan,34.8,21.3,28.1,64.0,0.0,13.9,108,Moderate,1016.1,16.5
2024-06-21,Lucknow,Uttar Pradesh,32.6,24.0,28.3,55.5,0.0,16.3,209,Poor,998.1,73.3
2024-06-21,Bhopal,Madhya Pradesh,33.9,20.8,27.4,45.8,8.8,22.1,273,Poor,1018.6,62.1
2024-06-22,Mumbai,Maharashtra,33.7,23.2,28.4,34.0,0.0,5.9,127,Moderate,1017.9,5.1
2024-06-22,Delhi,Delhi,36.7,25.7,31.2,80.5,5.1,13.5,164,Moderate,1011.3,90.3
2024-06-22,Bengaluru,Karnataka,32.7,27.7,30.2,69.9,0.4,14.6,123,Moderate,999.4,79.7
2024-06-22,Chennai,Tamil Nadu,39.7,28.6,34.1,41.0,24.0,2.2,44,Good,999.2,24.0
2024-06-22,Kolkata,West Bengal,39.6,27.7,33.7,81.5,2.6,12.1,75,Satisfactory,1014.4,65.2
2024-06-22,Hyderabad,Telangana,40.6,28.4,34.5,72.6,0.0,8.4,237,Poor,998.0,81.5
2024-06-22,Ahmedabad,Gujarat,36.3,29.0,32.7,89.7,65.6,18.7,107,Moderate,1024.8,66.8
2024-06-22,Jaipur,Rajasthan,29.1,20.8,25.0,30.5,6.8,10.3,115,Moderate,1006.8,96.7
2024-06-22,Lucknow,Uttar Pradesh,39.4,26.9,33.1,44.4,5.1,16.3,112,Moderate,1006.7,79.0
2024-06-22,Bhopal,Madhya Pradesh,40.1,26.4,33.2,87.1,38.6,10.7,343,Very Poor,1012.4,20.3
2024-06-23,Mumbai,Maharashtra,39.1,26.5,32.8,34.3,7.7,8.7,186,Moderate,1007.1,15.5
2024-06-23,Delhi,Delhi,29.9,21.4,25.6,40.6,15.4,14.2,234,Poor,1003.9,55.8
2024-06-23,Bengaluru,Karnataka,43.4,36.7,40.0,49.2,0.0,5.4,126,Moderate,990.9,99.0
2024-06-23,Chennai,Tamil Nadu,43.5,28.5,36.0,69.0,0.0,11.3,329,Very Poor,1011.2,46.7
2024-06-23,Kolkata,West Bengal,35.7,23.8,29.7,88.3,0.0,5.2,171,Moderate,1007.9,35.5
2024-06-23,Hyderabad,Telangana,44.6,38.1,41.4,65.2,0.0,23.8,160,Moderate,1003.7,11.2
2024-06-23,Ahmedabad,Gujarat,27.9,20.6,24.3,70.2,0.8,11.7,153,Moderate,990.7,98.6
2024-06-23,Jaipur,Rajasthan,40.6,32.3,36.4,60.9,0.0,10.3,85,Satisfactory,1021.1,70.6
2024-06-23,Lucknow,Uttar Pradesh,36.8,22.9,29.9,75.5,0.0,12.4,328,Very Poor,1008.4,85.8
2024-06-23,Bhopal,Madhya Pradesh,43.6,38.5,41.1,89.9,0.0,13.0,329,Very Poor,1011.2,50.5
2024-06-24,Mumbai,Maharashtra,29.8,22.1,25.9,89.8,0.9,13.6,304,Very Poor,1014.3,21.4
2024-06-24,Delhi,Delhi,27.8,18.8,23.3,34.9,56.9,19.0,188,Moderate,1008.9,93.6
2024-06-24,Bengaluru,Karnataka,36.2,25.3,30.7,56.6,0.0,18.6,197,Moderate,1021.6,89.0
2024-06-24,Chennai,Tamil Nadu,37.9,28.9,33.4,60.4,75.1,5.2,151,Moderate,1019.8,95.1
2024-06-24,Kolkata,West Bengal,35.4,22.6,29.0,66.5,9.9,20.2,209,Poor,1007.3,86.4
2024-06-24,Hyderabad,Telangana,33.2,27.2,30.2,55.6,0.0,10.2,337,Very Poor,995.4,70.6
2024-06-24,Ahmedabad,Gujarat,37.8,26.6,32.2,66.0,1.0,17.2,282,Poor,1021.5,79.5
2024-06-24,Jaipur,Rajasthan,43.5,28.6,36.1,67.8,1.2,2.6,266,Poor,992.0,11.4
2024-06-24,Lucknow,Uttar Pradesh,35.0,26.3,30.7,36.9,0.0,17.0,238,Poor,1009.6,39.4
2024-06-24,Bhopal,Madhya Pradesh,30.4,17.5,24.0,44.9,1.7,6.2,280,Poor,994.1,84.6
2024-06-25,Mumbai,Maharashtra,31.5,20.0,25.8,38.1,0.0,3.7,177,Moderate,1006.6,45.1
2024-06-25,Delhi,Delhi,25.9,17.3,21.6,79.2,0.0,11.7,73,Satisfactory,1009.7,95.3
2024-06-25,Bengaluru,Karnataka,25.7,14.6,20.1,91.7,0.0,16.8,310,Very Poor,1009.4,65.2
2024-06-25,Chennai,Tamil Nadu,39.9,30.0,34.9,60.0,0.0,2.4,295,Poor,996.1,51.4
2024-06-25,Kolkata,West Bengal,30.6,20.3,25.5,52.4,77.1,3.8,348,Very Poor,1015.2,38.0
2024-06-25,Hyderabad,Telangana,31.0,23.7,27.4,66.9,8.4,3.4,323,Very Poor,1022.2,12.7
2024-06-25,Ahmedabad,Gujarat,34.8,25.3,30.1,93.3,0.0,13.6,216,Poor,1008.5,53.9
2024-06-25,Jaipur,Rajasthan,25.4,13.3,19.3,76.3,0.0,17.7,127,Moderate,993.0,64.5
2024-06-25,Lucknow,Uttar Pradesh,35.1,22.4,28.8,75.9,51.4,5.6,279,Poor,1019.9,71.7
2024-06-25,Bhopal,Madhya Pradesh,30.6,22.8,26.7,88.9,3.7,4.9,311,Very Poor,1017.9,66.0
2024-06-26,Mumbai,Maharashtra,40.7,34.6,37.6,54.8,39.2,18.9,71,Satisfactory,990.5,88.6
2024-06-26,Delhi,Delhi,27.8,15.5,21.6,86.2,0.0,9.9,228,Poor,1001.4,28.1
2024-06-26,Bengaluru,Karnataka,43.0,34.9,39.0,42.1,61.9,5.8,230,Poor,995.0,56.4
2024-06-26,Chennai,Tamil Nadu,34.6,23.6,29.1,41.7,0.0,17.6,134,Moderate,1005.8,36.7
2024-06-26,Kolkata,West Bengal,33.2,28.0,30.6,73.5,0.0,24.7,154,Moderate,999.2,17.0
2024-06-26,Hyderabad,Telangana,39.8,31.8,35.8,67.4,0.0,18.7,90,Satisfactory,1011.4,16.4
2024-06-26,Ahmedabad,Gujarat,37.8,24.7,31.2,52.7,0.0,2.5,292,Poor,1016.9,43.1
2024-06-26,Jaipur,Rajasthan,39.2,25.9,32.5,48.6,1.9,21.2,270,Poor,990.5,38.7
2024-06-26,Lucknow,Uttar Pradesh,26.6,15.9,21.2,57.9,0.0,4.6,126,Moderate,1012.1,28.0
2024-06-26,Bhopal,Madhya Pradesh,43.0,33.3,38.1,55.5,0.0,12.3,279,Poor,1011.4,35.3
2024-06-27,Mumbai,Maharashtra,44.4,30.0,37.2,47.3,0.0,6.8,122,Moderate,1014.7,32.0
2024-06-27,Delhi,Delhi,42.6,36.0,39.3,34.2,0.0,12.8,111,Moderate,1012.0,85.6
2024-06-27,Bengaluru,Karnataka,41.3,34.0,37.7,74.0,4.4,7.0,242,Poor,996.2,39.0
2024-06-27,Chennai,Tamil Nadu,29.7,22.8,26.3,30.6,0.0,3.2,261,Poor,1005.0,79.9
2024-06-27,Kolkata,West Bengal,42.2,37.1,39.7,92.8,0.0,12.8,301,Very Poor,1002.4,38.8
2024-06-27,Hyderabad,Telangana,39.9,25.0,32.5,69.9,16.3,14.7,209,Poor,1014.5,43.6
2024-06-27,Ahmedabad,Gujarat,43.9,37.2,40.5,49.0,0.0,3.9,165,Moderate,1000.4,53.8
2024-06-27,Jaipur,Rajasthan,25.9,11.3,18.6,91.9,0.0,7.5,169,Moderate,999.2,51.7
2024-06-27,Lucknow,Uttar Pradesh,30.8,17.7,24.3,61.3,0.0,9.3,278,Poor,1008.4,79.2
2024-06-27,Bhopal,Madhya Pradesh,32.1,20.1,26.1,91.2,6.3,4.4,159,Moderate,1020.5,54.1
2024-06-28,Mumbai,Maharashtra,26.1,17.3,21.7,88.7,43.2,11.1,183,Moderate,1005.0,60.0
2024-06-28,Delhi,Delhi,28.4,23.2,25.8,69.6,0.0,10.5,313,Very Poor,1018.3,30.6
2024-06-28,Bengaluru,Karnataka,26.1,11.7,18.9,66.4,6.6,5.8,304,Very Poor,991.7,42.6
2024-06-28,Chennai,Tamil Nadu,40.1,29.9,35.0,67.2,1.4,17.1,312,Very Poor,1006.3,96.6
2024-06-28,Kolkata,West Bengal,37.9,29.2,33.5,70.2,0.0,11.4,121,Moderate,1010.1,45.7
2024-06-28,Hyderabad,Telangana,40.2,29.9,35.1,34.4,3.7,9.4,337,Very Poor,1022.8,12.3
2024-06-28,Ahmedabad,Gujarat,29.9,24.8,27.4,58.2,3.7,21.4,85,Satisfactory,1004.0,45.8
2024-06-28,Jaipur,Rajasthan,26.0,14.5,20.2,34.2,0.0,14.4,287,Poor,996.4,46.7
2024-06-28,Lucknow,Uttar Pradesh,34.2,27.8,31.0,77.0,0.0,12.4,50,Good,1019.8,72.3
2024-06-28,Bhopal,Madhya Pradesh,30.9,17.2,24.1,31.2,5.5,19.5,294,Poor,1015.4,70.7
2024-06-29,Mumbai,Maharashtra,37.9,28.9,33.4,60.7,0.0,9.9,95,Satisfactory,1022.6,60.0
2024-06-29,Delhi,Delhi,38.3,23.4,30.8,83.5,24.6,14.1,59,Satisfactory,1021.1,36.3
2024-06-29,Bengaluru,Karnataka,34.5,26.8,30.7,76.5,58.4,12.4,260,Poor,1017.0,85.1
2024-06-29,Chennai,Tamil Nadu,35.2,23.9,29.5,75.5,66.7,12.7,245,Poor,1014.5,75.0
2024-06-29,Kolkata,West Bengal,35.9,22.1,29.0,59.2,0.7,21.5,329,Very Poor,994.8,7.9
2024-06-29,Hyderabad,Telangana,28.0,14.9,21.4,83.5,7.1,22.4,177,Moderate,1004.9,44.3
2024-06-29,Ahmedabad,Gujarat,26.6,12.7,19.7,86.5,10.0,6.7,319,Very Poor,1013.4,66.7
2024-06-29,Jaipur,Rajasthan,41.6,27.2,34.4,86.5,8.7,16.0,250,Poor,1003.3,10.4
2024-06-29,Lucknow,Uttar Pradesh,31.6,21.9,26.7,74.3,0.0,10.9,74,Satisfactory,998.4,40.4
2024-06-29,Bhopal,Madhya Pradesh,44.4,33.7,39.1,38.3,0.0,2.8,45,Good,1023.3,31.2
2024-06-30,Mumbai,Maharashtra,26.5,15.7,21.1,39.0,0.5,4.6,89,Satisfactory,1001.0,44.7
2024-06-30,Delhi,Delhi,35.1,29.3,32.2,33.0,0.0,11.7,292,Poor,1022.0,73.8
2024-06-30,Bengaluru,Karnataka,42.4,27.7,35.1,79.6,0.0,17.8,264,Poor,1024.8,49.4
2024-06-30,Chennai,Tamil Nadu,34.9,25.6,30.2,56.7,5.1,22.1,317,Very Poor,1020.9,26.6
2024-06-30,Kolkata,West Bengal,31.8,23.7,27.8,77.2,0.0,18.6,244,Poor,1001.4,64.8
2024-06-30,Hyderabad,Telangana,39.7,25.7,32.7,58.1,0.0,18.4,281,Poor,990.5,35.0
2024-06-30,Ahmedabad,Gujarat,38.4,26.1,32.3,82.8,0.0,24.6,130,Moderate,1009.9,24.3
2024-06-30,Jaipur,Rajasthan,38.9,24.6,31.7,41.6,71.7,8.4,142,Moderate,1003.2,67.7
2024-06-30,Lucknow,Uttar Pradesh,42.5,36.5,39.5,32.5,0.0,3.5,323,Very Poor,1016.4,20.6
2024-06-30,Bhopal,Madhya Pradesh,32.4,20.7,26.5,44.7,0.0,19.7,179,Moderate,1016.5,68.7
2024-07-01,Mumbai,Maharashtra,42.8,31.6,37.2,94.4,0.0,15.2,283,Poor,1015.3,57.3
2024-07-01,Delhi,Delhi,30.7,23.8,27.2,33.5,0.0,16.1,257,Poor,991.8,14.4
2024-07-01,Bengaluru,Karnataka,32.4,20.6,26.5,84.1,0.0,18.9,110,Moderate,1017.1,79.5
2024-07-01,Chennai,Tamil Nadu,28.9,18.0,23.4,78.2,3.3,8.9,137,Moderate,995.8,19.0
2024-07-01,Kolkata,West Bengal,36.9,28.3,32.6,31.3,1.1,4.3,105,Moderate,1009.6,16.4
2024-07-01,Hyderabad,Telangana,28.4,22.8,25.6,73.6,0.0,5.3,134,Moderate,1000.7,77.8
2024-07-01,Ahmedabad,Gujarat,33.2,25.2,29.2,35.2,9.4,17.1,239,Poor,1008.0,13.5
2024-07-01,Jaipur,Rajasthan,28.1,19.0,23.5,70.9,7.8,5.4,263,Poor,1002.1,9.1
2024-07-01,Lucknow,Uttar Pradesh,44.1,36.4,40.2,35.7,0.0,3.1,80,Satisfactory,1024.1,83.7
2024-07-01,Bhopal,Madhya Pradesh,43.4,33.9,38.7,54.2,4.7,3.4,271,Poor,1023.5,19.0
2024-07-02,Mumbai,Maharashtra,37.7,30.8,34.3,41.1,8.7,13.6,129,Moderate,1015.5,50.5
2024-07-02,Delhi,Delhi,32.3,18.7,25.5,60.4,2.2,3.3,89,Satisfactory,1025.0,71.0
2024-07-02,Bengaluru,Karnataka,29.7,17.8,23.8,80.7,0.0,15.8,250,Poor,996.0,14.9
2024-07-02,Chennai,Tamil Nadu,40.6,30.6,35.6,53.6,37.2,19.7,208,Poor,997.3,41.5
2024-07-02,Kolkata,West Bengal,37.3,27.6,32.4,82.7,45.4,19.3,122,Moderate,1017.3,95.9
2024-07-02,Hyderabad,Telangana,30.4,16.5,23.4,80.2,9.3,5.3,79,Satisfactory,1007.6,19.8
2024-07-02,Ahmedabad,Gujarat,25.2,13.9,19.6,53.3,0.0,23.7,300,Poor,1001.2,36.7
2024-07-02,Jaipur,Rajasthan,38.0,25.9,31.9,71.3,24.5,21.1,241,Poor,1010.6,67.9
2024-07-02,Lucknow,Uttar Pradesh,26.2,19.0,22.6,92.5,5.4,14.1,266,Poor,990.5,74.9
2024-07-02,Bhopal,Madhya Pradesh,28.3,13.7,21.0,44.6,4.6,10.6,42,Good,1002.4,83.6
2024-07-03,Mumbai,Maharashtra,41.0,30.2,35.6,94.1,0.0,22.3,231,Poor,1019.4,37.9
2024-07-03,Delhi,Delhi,34.8,20.1,27.5,91.7,70.7,7.0,338,Very Poor,1019.1,72.3
2024-07-03,Bengaluru,Karnataka,36.4,30.6,33.5,68.8,0.0,15.8,81,Satisfactory,1003.1,40.6
2024-07-03,Chennai,Tamil Nadu,43.8,31.3,37.6,30.1,0.0,10.5,281,Poor,1011.2,48.0
2024-07-03,Kolkata,West Bengal,33.5,27.0,30.2,93.5,0.0,9.6,179,Moderate,1005.5,23.3
2024-07-03,Hyderabad,Telangana,28.1,17.6,22.8,73.1,0.0,7.2,194,Moderate,1013.1,49.5
2024-07-03,Ahmedabad,Gujarat,27.6,14.5,21.0,70.1,1.4,15.1,115,Moderate,993.8,40.4
2024-07-03,Jaipur,Rajasthan,35.3,21.9,28.6,58.4,0.0,15.0,218,Poor,999.2,62.7
2024-07-03,Lucknow,Uttar Pradesh,32.9,18.0,25.5,87.3,0.0,6.3,180,Moderate,1000.7,78.5
2024-07-03,Bhopal,Madhya Pradesh,42.6,36.2,39.4,63.0,46.2,24.8,80,Satisfactory,994.1,17.3
2024-07-04,Mumbai,Maharashtra,38.6,29.9,34.3,77.7,4.1,14.6,167,Moderate,1008.9,13.4
2024-07-04,Delhi,Delhi,35.9,26.3,31.1,88.6,0.0,18.5,146,Moderate,1003.8,27.1
2024-07-04,Bengaluru,Karnataka,26.4,18.1,22.3,59.9,31.9,7.3,248,Poor,996.7,54.3
2024-07-04,Chennai,Tamil Nadu,25.9,18.7,22.3,59.6,0.0,5.7,266,Poor,1021.3,32.8
2024-07-04,Kolkata,West Bengal,40.6,26.0,33.3,62.4,6.2,12.7,55,Satisfactory,1005.3,86.3
2024-07-04,Hyderabad,Telangana,42.6,29.1,35.9,62.9,35.3,4.6,329,Very Poor,1010.7,69.8
2024-07-04,Ahmedabad,Gujarat,40.6,29.2,34.9,37.6,19.7,19.2,197,Moderate,1016.5,67.0
2024-07-04,Jaipur,Rajasthan,28.0,19.7,23.9,38.9,7.3,17.9,137,Moderate,1006.1,17.8
2024-07-04,Lucknow,Uttar Pradesh,31.4,19.4,25.4,37.4,0.0,18.5,98,Satisfactory,1013.4,76.1
2024-07-04,Bhopal,Madhya Pradesh,28.2,20.8,24.5,53.8,61.7,3.3,126,Moderate,990.4,71.4
2024-07-05,Mumbai,Maharashtra,31.7,21.2,26.4,36.7,6.5,21.2,204,Poor,996.0,93.4
